Algorithm,Month,Service,Mode,Type,Region,Age,Cost
Static SaaS,11,shipping,SaaS,Standard,us-east-1,0,182.24326900108832
Static SaaS,11,email,SaaS,Standard,us-east-1,0,37.13532637415761
Static SaaS,11,currency,SaaS,Standard,us-east-1,0,408.6813640491649
Static SaaS,11,ad,SaaS,Standard,us-east-1,0,346.11593340346224
Static SaaS,12,frontend,SaaS,Standard,us-east-1,0,311.38315294080854
Static SaaS,12,checkout,SaaS,Standard,us-east-1,0,32.30011887353892
Static SaaS,12,recommendation,SaaS,Standard,us-east-1,0,241.25335661927795
Static SaaS,12,productcatalog,SaaS,Standard,us-east-1,0,2582.2339410098466
Static SaaS,12,cart,SaaS,Standard,us-east-1,0,290.18581144073516
Static SaaS,12,payment,SaaS,Standard,us-east-1,0,31.166358758560477
Static SaaS,12,shipping,SaaS,Standard,us-east-1,0,152.21511547170599
Static SaaS,12,email,SaaS,Standard,us-east-1,0,33.37965705516784
Static SaaS,12,currency,SaaS,Standard,us-east-1,0,338.50006526295
Static SaaS,12,ad,SaaS,Standard,us-east-1,0,320.88777972331025
Static SaaS,13,frontend,SaaS,Standard,us-east-1,0,360.68018169673485
Static SaaS,13,checkout,SaaS,Standard,us-east-1,0,35.813258530762695
Static SaaS,13,recommendation,SaaS,Standard,us-east-1,0,268.370730348441
Static SaaS,13,productcatalog,SaaS,Standard,us-east-1,0,2956.6504244345647
Static SaaS,13,cart,SaaS,Standard,us-east-1,0,324.2615534433542
Static SaaS,13,payment,SaaS,Standard,us-east-1,0,36.155143379065976
Static SaaS,13,shipping,SaaS,Standard,us-east-1,0,176.88982974916223
Static SaaS,13,email,SaaS,Standard,us-east-1,0,35.29518684234283
Static SaaS,13,currency,SaaS,Standard,us-east-1,0,367.65781869447125
Static SaaS,13,ad,SaaS,Standard,us-east-1,0,367.64185585241296
Static SaaS,14,frontend,SaaS,Standard,us-east-1,0,285.9829465547501
Static SaaS,14,checkout,SaaS,Standard,us-east-1,0,28.720593557507847
Static SaaS,14,recommendation,SaaS,Standard,us-east-1,0,226.2775922517926
Static SaaS,14,productcatalog,SaaS,Standard,us-east-1,0,2454.0114765732155
Static SaaS,14,cart,SaaS,Standard,us-east-1,0,260.86208682926235
Static SaaS,14,payment,SaaS,Standard,us-east-1,0,28.595880009776117
Static SaaS,14,shipping,SaaS,Standard,us-east-1,0,150.00325231461508
Static SaaS,14,email,SaaS,Standard,us-east-1,0,28.486996032975497
Static SaaS,14,currency,SaaS,Standard,us-east-1,0,321.39160248395564
Static SaaS,14,ad,SaaS,Standard,us-east-1,0,315.78263455380187
Static SaaS,15,frontend,SaaS,Standard,us-east-1,0,211.47920175451952
Static SaaS,15,checkout,SaaS,Standard,us-east-1,0,19.155988353157017
Static SaaS,15,recommendation,SaaS,Standard,us-east-1,0,168.7969763846299
Static SaaS,15,productcatalog,SaaS,Standard,us-east-1,0,1794.8581606246996
Static SaaS,15,cart,SaaS,Standard,us-east-1,0,183.45879618536034
Static SaaS,15,payment,SaaS,Standard,us-east-1,0,18.820122421772375
Static SaaS,15,shipping,SaaS,Standard,us-east-1,0,107.5282274211958
Static SaaS,15,email,SaaS,Standard,us-east-1,0,18.548263344199654
Static SaaS,15,currency,SaaS,Standard,us-east-1,0,241.88812308207554
Static SaaS,15,ad,SaaS,Standard,us-east-1,0,207.49790831015062
Static SaaS,16,frontend,SaaS,Standard,us-east-1,0,332.8322542936575
Static SaaS,16,checkout,SaaS,Standard,us-east-1,0,31.09628091763055
Static SaaS,16,recommendation,SaaS,Standard,us-east-1,0,266.43116768241515
Static SaaS,16,productcatalog,SaaS,Standard,us-east-1,0,2825.857702517612
Static SaaS,16,cart,SaaS,Standard,us-east-1,0,312.474806877378
Static SaaS,16,payment,SaaS,Standard,us-east-1,0,33.50273218256577
Static SaaS,16,shipping,SaaS,Standard,us-east-1,0,174.18343848078854
Static SaaS,16,email,SaaS,Standard,us-east-1,0,33.93170824745479
Static SaaS,16,currency,SaaS,Standard,us-east-1,0,370.42148901332547
Static SaaS,16,ad,SaaS,Standard,us-east-1,0,336.66542251783846
Static SaaS,17,frontend,SaaS,Standard,us-east-1,0,385.848850148536
Static SaaS,17,checkout,SaaS,Standard,us-east-1,0,43.60331250955795
Static SaaS,17,recommendation,SaaS,Standard,us-east-1,0,310.12413012883235
Static SaaS,17,productcatalog,SaaS,Standard,us-east-1,0,3247.241828585652
Static SaaS,17,cart,SaaS,Standard,us-east-1,0,370.7624634250682
Static SaaS,17,payment,SaaS,Standard,us-east-1,0,45.93810062862203
Static SaaS,17,shipping,SaaS,Standard,us-east-1,0,203.30992817093266
Static SaaS,17,email,SaaS,Standard,us-east-1,0,39.43582029497703
Static SaaS,17,currency,SaaS,Standard,us-east-1,0,446.3838280215408
Static SaaS,17,ad,SaaS,Standard,us-east-1,0,398.99104126129083
Static SaaS,18,frontend,SaaS,Standard,us-east-1,0,914.5553621839183
Static SaaS,18,checkout,SaaS,Standard,us-east-1,0,88.65447281257626
Static SaaS,18,recommendation,SaaS,Standard,us-east-1,0,777.0359629005616
Static SaaS,18,productcatalog,SaaS,Standard,us-east-1,0,7837.346473895005
Static SaaS,18,cart,SaaS,Standard,us-east-1,0,799.3272896311895
Static SaaS,18,payment,SaaS,Standard,us-east-1,0,88.38445430277241
Static SaaS,18,shipping,SaaS,Standard,us-east-1,0,450.3897116864162
Static SaaS,18,email,SaaS,Standard,us-east-1,0,87.15599645562723
Static SaaS,18,currency,SaaS,Standard,us-east-1,0,1070.2875890184657
Static SaaS,18,ad,SaaS,Standard,us-east-1,0,961.8893215671942
Static SaaS,19,frontend,SaaS,Standard,us-east-1,0,2785.8666192011515
Static SaaS,19,checkout,SaaS,Standard,us-east-1,0,254.69837652969446
Static SaaS,19,recommendation,SaaS,Standard,us-east-1,0,2106.37224131746
Static SaaS,19,productcatalog,SaaS,Standard,us-east-1,0,22897.621956324638
Static SaaS,19,cart,SaaS,Standard,us-east-1,0,2325.8757614968936
Static SaaS,19,payment,SaaS,Standard,us-east-1,0,260.703522289267
Static SaaS,19,shipping,SaaS,Standard,us-east-1,0,1315.6095021793199
Static SaaS,19,email,SaaS,Standard,us-east-1,0,259.661436655669
Static SaaS,19,currency,SaaS,Standard,us-east-1,0,2988.2450392959854
Static SaaS,19,ad,SaaS,Standard,us-east-1,0,2781.5261719396585
Static SaaS,20,frontend,SaaS,Standard,us-east-1,0,3933.1943787882847
Static SaaS,20,checkout,SaaS,Standard,us-east-1,0,419.86940048640963
Static SaaS,20,recommendation,SaaS,Standard,us-east-1,0,2846.372720216581
Static SaaS,20,productcatalog,SaaS,Standard,us-east-1,0,32391.80304578918
Static SaaS,20,cart,SaaS,Standard,us-east-1,0,3642.053369459819
Static SaaS,20,payment,SaaS,Standard,us-east-1,0,439.82355684754776
Static SaaS,20,shipping,SaaS,Standard,us-east-1,0,1990.0985337224265
Static SaaS,20,email,SaaS,Standard,us-east-1,0,426.62502367027247
Static SaaS,20,currency,SaaS,Standard,us-east-1,0,4712.364109456037
Static SaaS,20,ad,SaaS,Standard,us-east-1,0,4314.7009218295825
Static SaaS,21,frontend,SaaS,Standard,us-east-1,0,4768.383964027778
Static SaaS,21,checkout,SaaS,Standard,us-east-1,0,519.7297687967566
Static SaaS,21,recommendation,SaaS,Standard,us-east-1,0,3742.207993468123
Static SaaS,21,productcatalog,SaaS,Standard,us-east-1,0,40739.87409232572
Static SaaS,21,cart,SaaS,Standard,us-east-1,0,4542.676300687633
Static SaaS,21,payment,SaaS,Standard,us-east-1,0,511.7665966255183
Static SaaS,21,shipping,SaaS,Standard,us-east-1,0,2366.8229342245677
Static SaaS,21,email,SaaS,Standard,us-east-1,0,520.8058576246128
Static SaaS,21,currency,SaaS,Standard,us-east-1,0,5059.631344962574
Static SaaS,21,ad,SaaS,Standard,us-east-1,0,4528.728105173013
Static SaaS,22,frontend,SaaS,Standard,us-east-1,0,10084.362812178237
Static SaaS,22,checkout,SaaS,Standard,us-east-1,0,942.2398178906262
Static SaaS,22,recommendation,SaaS,Standard,us-east-1,0,7395.444440811949
Static SaaS,22,productcatalog,SaaS,Standard,us-east-1,0,82682.40819688347
Static SaaS,22,cart,SaaS,Standard,us-east-1,0,8784.51381929759
Static SaaS,22,payment,SaaS,Standard,us-east-1,0,982.8387721971005
Static SaaS,22,shipping,SaaS,Standard,us-east-1,0,4831.732386967185
Static SaaS,22,email,SaaS,Standard,us-east-1,0,977.9600463533806
Static SaaS,22,currency,SaaS,Standard,us-east-1,0,10926.976237066589
Static SaaS,22,ad,SaaS,Standard,us-east-1,0,9710.338986567236
Static SaaS,23,frontend,SaaS,Standard,us-east-1,0,5474.1717027076065
Static SaaS,23,checkout,SaaS,Standard,us-east-1,0,548.3365678480725
Static SaaS,23,recommendation,SaaS,Standard,us-east-1,0,3780.026227527966
Static SaaS,23,productcatalog,SaaS,Standard,us-east-1,0,44039.21645967169
Static SaaS,23,cart,SaaS,Standard,us-east-1,0,4974.969786438187
Static SaaS,23,payment,SaaS,Standard,us-east-1,0,577.4920792621122
Static SaaS,23,shipping,SaaS,Standard,us-east-1,0,2697.668183601444
Static SaaS,23,email,SaaS,Standard,us-east-1,0,555.2991602547829
Static SaaS,23,currency,SaaS,Standard,us-east-1,0,5970.607642916548
Static SaaS,23,ad,SaaS,Standard,us-east-1,0,5525.38929080382
Static SaaS,24,frontend,SaaS,Standard,us-east-1,0,3698.3344607597733
Static SaaS,24,checkout,SaaS,Standard,us-east-1,0,365.7614331069133
Static SaaS,24,recommendation,SaaS,Standard,us-east-1,0,3183.9053255090494
Static SaaS,24,productcatalog,SaaS,Standard,us-east-1,0,32110.698905660072
Static SaaS,24,cart,SaaS,Standard,us-east-1,0,3352.9202963760195
Static SaaS,24,payment,SaaS,Standard,us-east-1,0,354.7878508055159
Static SaaS,24,shipping,SaaS,Standard,us-east-1,0,2020.2016908150874
Static SaaS,24,email,SaaS,Standard,us-east-1,0,362.1056720972938
Static SaaS,24,currency,SaaS,Standard,us-east-1,0,3992.560695084382
Static SaaS,24,ad,SaaS,Standard,us-east-1,0,3562.8191375818533
Static SaaS,25,frontend,SaaS,Standard,us-east-1,0,3763.8246931483473
Static SaaS,25,checkout,SaaS,Standard,us-east-1,0,370.57730204833473
Static SaaS,25,recommendation,SaaS,Standard,us-east-1,0,3037.859555065083
Static SaaS,25,productcatalog,SaaS,Standard,us-east-1,0,32414.85366889255
Static SaaS,25,cart,SaaS,Standard,us-east-1,0,3530.079312045419
Static SaaS,25,payment,SaaS,Standard,us-east-1,0,349.06430663207203
Static SaaS,25,shipping,SaaS,Standard,us-east-1,0,1975.2215800289014
Static SaaS,25,email,SaaS,Standard,us-east-1,0,351.3110576933979
Static SaaS,25,currency,SaaS,Standard,us-east-1,0,3834.1554832382362
Static SaaS,25,ad,SaaS,Standard,us-east-1,0,3503.5712524513656
Static SaaS,26,frontend,SaaS,Standard,us-east-1,0,4726.269229240537
Static SaaS,26,checkout,SaaS,Standard,us-east-1,0,452.72775806378417
Static SaaS,26,recommendation,SaaS,Standard,us-east-1,0,3662.5173394342128
Static SaaS,26,productcatalog,SaaS,Standard,us-east-1,0,37558.00715500896
Static SaaS,26,cart,SaaS,Standard,us-east-1,0,4331.596077298205
Static SaaS,26,payment,SaaS,Standard,us-east-1,0,460.40773942225974
Static SaaS,26,shipping,SaaS,Standard,us-east-1,0,2409.6806619469057
Static SaaS,26,email,SaaS,Standard,us-east-1,0,460.4022853812618
Static SaaS,26,currency,SaaS,Standard,us-east-1,0,5418.135730577497
Static SaaS,26,ad,SaaS,Standard,us-east-1,0,5076.602871521882
Static SaaS,27,frontend,SaaS,Standard,us-east-1,0,5427.0046991159725
Static SaaS,27,checkout,SaaS,Standard,us-east-1,0,520.1468761179549
Static SaaS,27,recommendation,SaaS,Standard,us-east-1,0,4256.706092834141
Static SaaS,27,productcatalog,SaaS,Standard,us-east-1,0,45993.27249747625
Static SaaS,27,cart,SaaS,Standard,us-east-1,0,4735.371407973195
Static SaaS,27,payment,SaaS,Standard,us-east-1,0,496.81671461428357
Static SaaS,27,shipping,SaaS,Standard,us-east-1,0,2506.3423206918474
Static SaaS,27,email,SaaS,Standard,us-east-1,0,491.66926144875305
Static SaaS,27,currency,SaaS,Standard,us-east-1,0,6436.347302946458
Static SaaS,27,ad,SaaS,Standard,us-east-1,0,5687.896595671661
Static SaaS,28,frontend,SaaS,Standard,us-east-1,0,6275.652516928999
Static SaaS,28,checkout,SaaS,Standard,us-east-1,0,612.0662314095673
Static SaaS,28,recommendation,SaaS,Standard,us-east-1,0,5458.180233199931
Static SaaS,28,productcatalog,SaaS,Standard,us-east-1,0,59167.79309358915
Static SaaS,28,cart,SaaS,Standard,us-east-1,0,5854.5159337038285
Static SaaS,28,payment,SaaS,Standard,us-east-1,0,625.3105706130721
Static SaaS,28,shipping,SaaS,Standard,us-east-1,0,3102.0173584963136
Static SaaS,28,email,SaaS,Standard,us-east-1,0,549.9856289241578
Static SaaS,28,currency,SaaS,Standard,us-east-1,0,7035.04970549754
Static SaaS,28,ad,SaaS,Standard,us-east-1,0,5603.777301738932
Static SaaS,29,frontend,SaaS,Standard,us-east-1,0,9311.49067350368
Static SaaS,29,checkout,SaaS,Standard,us-east-1,0,956.8857629849517
Static SaaS,29,recommendation,SaaS,Standard,us-east-1,0,7870.078641165612
Static SaaS,29,productcatalog,SaaS,Standard,us-east-1,0,78521.05324892384
Static SaaS,29,cart,SaaS,Standard,us-east-1,0,8361.263894484337
Static SaaS,29,payment,SaaS,Standard,us-east-1,0,943.4686552785502
Static SaaS,29,shipping,SaaS,Standard,us-east-1,0,4656.996879360996
Static SaaS,29,email,SaaS,Standard,us-east-1,0,1003.1795714898648
Static SaaS,29,currency,SaaS,Standard,us-east-1,0,10346.680021499247
Static SaaS,29,ad,SaaS,Standard,us-east-1,0,9773.607596047057
Static SaaS,30,frontend,SaaS,Standard,us-east-1,0,10297.719115411763
Static SaaS,30,checkout,SaaS,Standard,us-east-1,0,1019.9627600929339
Static SaaS,30,recommendation,SaaS,Standard,us-east-1,0,8607.985461719629
Static SaaS,30,productcatalog,SaaS,Standard,us-east-1,0,88271.0890554048
Static SaaS,30,cart,SaaS,Standard,us-east-1,0,9298.648496640551
Static SaaS,30,payment,SaaS,Standard,us-east-1,0,1071.7020573062919
Static SaaS,30,shipping,SaaS,Standard,us-east-1,0,5213.559644997557
Static SaaS,30,email,SaaS,Standard,us-east-1,0,1006.4222865991651
Static SaaS,30,currency,SaaS,Standard,us-east-1,0,11059.511102825796
Static SaaS,30,ad,SaaS,Standard,us-east-1,0,10911.587075443887
Static SaaS,31,frontend,SaaS,Standard,us-east-1,0,14280.951590896806
Static SaaS,31,checkout,SaaS,Standard,us-east-1,0,1444.6331555001707
Static SaaS,31,recommendation,SaaS,Standard,us-east-1,0,11613.76430906611
Static SaaS,31,productcatalog,SaaS,Standard,us-east-1,0,116065.17965709227
Static SaaS,31,cart,SaaS,Standard,us-east-1,0,13327.65811540858
Static SaaS,31,payment,SaaS,Standard,us-east-1,0,1510.8635033109624
Static SaaS,31,shipping,SaaS,Standard,us-east-1,0,7421.23601041671
Static SaaS,31,email,SaaS,Standard,us-east-1,0,1409.272623552324
Static SaaS,31,currency,SaaS,Standard,us-east-1,0,16004.321274521417
Static SaaS,31,ad,SaaS,Standard,us-east-1,0,13533.501195686129
Static SaaS,32,frontend,SaaS,Standard,us-east-1,0,17501.287924954897
Static SaaS,32,checkout,SaaS,Standard,us-east-1,0,1763.728333824371
Static SaaS,32,recommendation,SaaS,Standard,us-east-1,0,13256.841349343153
Static SaaS,32,productcatalog,SaaS,Standard,us-east-1,0,147495.96414023865
Static SaaS,32,cart,SaaS,Standard,us-east-1,0,14391.68812698712
Static SaaS,32,payment,SaaS,Standard,us-east-1,0,1950.5735817803911
Static SaaS,32,shipping,SaaS,Standard,us-east-1,0,8815.125466741381
Static SaaS,32,email,SaaS,Standard,us-east-1,0,1746.3615822578672
Static SaaS,32,currency,SaaS,Standard,us-east-1,0,19653.544454606945
Static SaaS,32,ad,SaaS,Standard,us-east-1,0,18632.54017895605
Static SaaS,33,frontend,SaaS,Standard,us-east-1,0,15408.545012536333
Static SaaS,33,checkout,SaaS,Standard,us-east-1,0,1525.77703292326
Static SaaS,33,recommendation,SaaS,Standard,us-east-1,0,12249.558581152582
Static SaaS,33,productcatalog,SaaS,Standard,us-east-1,0,128093.9023844921
Static SaaS,33,cart,SaaS,Standard,us-east-1,0,14341.162503968628
Static SaaS,33,payment,SaaS,Standard,us-east-1,0,1622.1523877937666
Static SaaS,33,shipping,SaaS,Standard,us-east-1,0,7804.156762362889
Static SaaS,33,email,SaaS,Standard,us-east-1,0,1515.1990182726008
Static SaaS,33,currency,SaaS,Standard,us-east-1,0,16753.76062570153
Static SaaS,33,ad,SaaS,Standard,us-east-1,0,14277.932220592485
Static SaaS,34,frontend,SaaS,Standard,us-east-1,0,12240.91106544629
Static SaaS,34,checkout,SaaS,Standard,us-east-1,0,1184.178424792969
Static SaaS,34,recommendation,SaaS,Standard,us-east-1,0,9329.73444678051
Static SaaS,34,productcatalog,SaaS,Standard,us-east-1,0,106082.81182564492
Static SaaS,34,cart,SaaS,Standard,us-east-1,0,10429.937321057852
Static SaaS,34,payment,SaaS,Standard,us-east-1,0,1215.9715324172678
Static SaaS,34,shipping,SaaS,Standard,us-east-1,0,6217.329447749761
Static SaaS,34,email,SaaS,Standard,us-east-1,0,1165.1531585399168
Static SaaS,34,currency,SaaS,Standard,us-east-1,0,12995.20776409912
Static SaaS,34,ad,SaaS,Standard,us-east-1,0,11938.50219848234
Static SaaS,35,frontend,SaaS,Standard,us-east-1,0,9015.18617530052
Static SaaS,35,checkout,SaaS,Standard,us-east-1,0,862.8571590421154
Static SaaS,35,recommendation,SaaS,Standard,us-east-1,0,7944.017687362479
Static SaaS,35,productcatalog,SaaS,Standard,us-east-1,0,80599.91567393046
Static SaaS,35,cart,SaaS,Standard,us-east-1,0,7916.033387131793
Static SaaS,35,payment,SaaS,Standard,us-east-1,0,836.4309274183306
Static SaaS,35,shipping,SaaS,Standard,us-east-1,0,4482.315900573958
Static SaaS,35,email,SaaS,Standard,us-east-1,0,854.862378730618
Static SaaS,35,currency,SaaS,Standard,us-east-1,0,8733.01531040236
Static SaaS,35,ad,SaaS,Standard,us-east-1,0,8941.922130604109
Static SaaS,36,frontend,SaaS,Standard,us-east-1,0,11755.256811348492
Static SaaS,36,checkout,SaaS,Standard,us-east-1,0,1153.5730223549365
Static SaaS,36,recommendation,SaaS,Standard,us-east-1,0,8912.196987349836
Static SaaS,36,productcatalog,SaaS,Standard,us-east-1,0,97300.99551838893
Static SaaS,36,cart,SaaS,Standard,us-east-1,0,11198.42881751606
Static SaaS,36,payment,SaaS,Standard,us-east-1,0,1094.7552127547738
Static SaaS,36,shipping,SaaS,Standard,us-east-1,0,6001.307231023946
Static SaaS,36,email,SaaS,Standard,us-east-1,0,1167.5925331273352
Static SaaS,36,currency,SaaS,Standard,us-east-1,0,12915.62417204798
Static SaaS,36,ad,SaaS,Standard,us-east-1,0,12040.797134847435
Static IaaS,1,frontend,IaaS,OD,us-east-1,0,27142.599897117976
Static IaaS,1,checkout,IaaS,OD,us-east-1,0,36136.00243521676
Static IaaS,1,recommendation,IaaS,OD,us-east-1,0,45141.01035081054
Static IaaS,1,productcatalog,IaaS,OD,us-east-1,0,18347.29251105477
Static IaaS,1,cart,IaaS,OD,us-east-1,0,18295.71729997879
Static IaaS,1,payment,IaaS,OD,us-east-1,0,45289.56043912907
Static IaaS,1,shipping,IaaS,OD,us-east-1,0,18138.77611865608
Static IaaS,1,email,IaaS,OD,us-east-1,0,9136.026352091201
